Taxon,lon,lat,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
Lactuca_viminea,-5.6702924,31.177534,131,169,42,7421,352,-45,397,135,231,231,41,187,32,4,55,84,17,17,46
Lactuca_viminea,-5.794404,31.198166,127,170,42,7381,348,-49,397,81,227,227,38,207,34,5,52,90,18,18,53
Lactuca_viminea,-7.426565,31.227598,117,165,45,6567,319,-47,366,45,203,205,37,548,75,4,56,208,27,35,198
Lactuca_viminea,-7.3235793,31.258602,123,166,44,6603,327,-42,369,51,210,211,42,522,72,4,56,198,25,33,187
Lactuca_viminea,-7.3258967,31.259064,123,166,44,6603,327,-42,369,51,210,211,42,522,72,4,56,198,25,33,187
Lactuca_viminea,-7.4063954,31.265001,105,164,44,6619,310,-57,367,34,193,195,26,585,80,6,54,221,32,41,210
Lactuca_viminea,-7.28,31.27,134,167,45,6583,337,-32,369,61,220,221,53,483,68,3,57,183,21,29,173
Lactuca_viminea,-7.1470256,31.287016,129,168,45,6690,336,-37,373,56,218,218,48,477,66,4,56,182,23,32,171
Lactuca_viminea,-7.146355,31.287117,129,168,45,6690,336,-37,373,56,218,218,48,477,66,4,56,182,23,32,171
Lactuca_viminea,-7.237481,31.2905,126,167,45,6653,331,-40,371,53,214,215,45,502,70,4,56,191,24,33,180
Lactuca_viminea,-6.512698,31.312607,139,171,44,6923,352,-32,384,96,232,232,56,309,43,3,53,121,16,16,101
Lactuca_viminea,-6.136776,31.378502,138,170,44,6957,351,-32,383,95,231,231,54,217,35,3,53,95,14,14,61
Lactuca_viminea,-6.316118,31.379868,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.3182244,31.37991,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.319263,31.37994,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.3255634,31.380074,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.3160906,31.380774,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.32029,31.380857,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.321347,31.38088,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.316068,31.38167,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.32342,31.381828,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.318141,31.382614,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.3244376,31.38275,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.325491,31.382765,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.3181095,31.383518,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.3202143,31.383564,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.321267,31.383583,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.3244143,31.38365,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.32547,31.383673,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.1286707,31.384504,138,170,44,6957,351,-32,383,95,231,231,54,217,35,3,53,95,14,14,61
Lactuca_viminea,-6.3222885,31.384512,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.324387,31.384546,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.325448,31.384575,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.31596,31.385279,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.3212137,31.385384,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.323314,31.385427,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.318033,31.386223,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
Lactuca_viminea,-6.319085,31.386246,126,170,44,7019,341,-44,385,83,220,220,42,313,45,4,50,125,19,19,99
